draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b0,b1
304,9570.656,0.971,0.726,2.0,7.0,0.0,-9568.519,4.202,-0.29
305,9571.198,1.0,0.569,2.0,3.0,0.0,-9571.046,4.183,-0.276
306,9570.564,0.871,0.614,2.0,7.0,0.0,-9568.338,4.173,-0.291
307,9571.063,0.884,0.735,2.0,3.0,0.0,-9570.612,4.174,-0.276
308,9570.423,0.988,0.726,2.0,3.0,0.0,-9570.412,4.207,-0.291
309,9570.667,0.936,0.569,2.0,3.0,0.0,-9570.371,4.202,-0.288
310,9570.568,0.993,0.614,3.0,7.0,0.0,-9569.765,4.157,-0.262
311,9571.117,1.0,0.735,1.0,1.0,0.0,-9571.029,4.175,-0.275
312,9570.31,0.971,0.726,3.0,7.0,0.0,-9569.334,4.194,-0.313
313,9570.575,0.988,0.569,1.0,1.0,0.0,-9570.551,4.204,-0.289
314,9569.274,0.905,0.614,2.0,3.0,0.0,-9569.221,4.195,-0.218
315,9571.297,0.996,0.735,3.0,7.0,0.0,-9571.037,4.18,-0.262
316,9570.259,1.0,0.726,2.0,3.0,0.0,-9570.129,4.201,-0.313
317,9570.951,0.991,0.569,3.0,7.0,0.0,-9569.86,4.189,-0.291
318,9571.166,0.985,0.614,1.0,3.0,0.0,-9568.81,4.189,-0.267
319,9571.241,0.975,0.735,2.0,5.0,0.0,-9571.18,4.176,-0.246
320,9570.085,0.991,0.726,1.0,1.0,0.0,-9570.044,4.204,-0.317
321,9570.592,0.931,0.569,2.0,3.0,0.0,-9570.442,4.201,-0.264
322,9571.166,0.746,0.614,1.0,3.0,0.0,-9569.864,4.189,-0.267
323,9571.054,0.943,0.735,1.0,3.0,0.0,-9570.244,4.193,-0.277
324,9569.605,0.927,0.726,1.0,1.0,0.0,-9569.591,4.203,-0.329
325,9570.641,1.0,0.569,1.0,1.0,0.0,-9570.499,4.2,-0.263
326,9571.046,0.981,0.614,2.0,3.0,0.0,-9571.021,4.178,-0.282
