draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b0,b1
273,4339.998,0.892,0.606,1.0,3.0,0.0,-4339.346,3.518,-0.056
274,4338.14,0.557,0.579,1.0,3.0,0.0,-4333.611,3.486,-0.068
275,4340.133,1.0,0.756,1.0,3.0,0.0,-4338.464,3.519,-0.044
276,4340.037,0.973,0.653,2.0,5.0,0.0,-4339.446,3.532,-0.056
277,4340.048,0.961,0.606,2.0,7.0,0.0,-4339.669,3.528,-0.026
278,4340.148,0.973,0.579,1.0,3.0,0.0,-4337.982,3.511,-0.025
279,4339.526,0.872,0.756,1.0,3.0,0.0,-4337.698,3.486,0.016
280,4339.816,0.973,0.653,2.0,3.0,0.0,-4339.642,3.541,-0.069
281,4339.793,0.98,0.606,3.0,7.0,0.0,-4339.704,3.515,0.005
282,4340.167,0.995,0.579,2.0,7.0,0.0,-4339.961,3.52,-0.038
283,4339.634,0.995,0.756,2.0,3.0,0.0,-4339.348,3.49,0.015
284,4339.081,0.743,0.653,2.0,3.0,0.0,-4338.498,3.508,-0.08
285,4337.394,0.779,0.606,2.0,3.0,0.0,-4337.349,3.464,-0.041
286,4340.029,0.976,0.579,2.0,7.0,0.0,-4339.774,3.505,-0.032
287,4338.778,0.773,0.756,3.0,7.0,0.0,-4338.258,3.513,-0.093
288,4338.997,0.989,0.653,2.0,3.0,0.0,-4338.67,3.502,-0.073
289,4338.026,1.0,0.606,2.0,3.0,0.0,-4337.027,3.535,0.028
290,4339.949,0.946,0.579,3.0,7.0,0.0,-4337.874,3.506,-0.042
291,4339.978,0.984,0.756,2.0,3.0,0.0,-4338.68,3.535,-0.039
292,4339.776,0.996,0.653,2.0,5.0,0.0,-4338.552,3.5,0.012
293,4339.59,0.999,0.606,1.0,3.0,0.0,-4338.084,3.508,0.018
294,4339.784,0.918,0.579,3.0,7.0,0.0,-4338.597,3.54,-0.034
295,4338.287,0.777,0.756,2.0,3.0,0.0,-4337.843,3.543,-0.127
296,4339.744,0.956,0.653,3.0,7.0,0.0,-4339.138,3.497,-0.036
297,4339.815,0.996,0.606,2.0,7.0,0.0,-4339.422,3.515,-0.063
298,4338.823,0.91,0.579,2.0,3.0,0.0,-4338.614,3.491,-0.06
299,4339.803,0.797,0.756,2.0,5.0,0.0,-4336.943,3.492,-0.007
300,4338.343,0.824,0.653,2.0,5.0,0.0,-4337.345,3.504,-0.092
301,4339.744,0.955,0.606,2.0,7.0,0.0,-4338.831,3.546,-0.066
302,4339.698,0.983,0.579,2.0,7.0,0.0,-4337.35,3.489,0.005
303,4339.508,0.929,0.756,2.0,3.0,0.0,-4339.38,3.5,0.024
304,4336.926,0.699,0.653,1.0,1.0,0.0,-4336.708,3.497,-0.109
305,4339.394,0.974,0.606,2.0,3.0,0.0,-4339.266,3.555,-0.079
306,4338.866,0.935,0.579,2.0,3.0,0.0,-4338.741,3.468,0.017
307,4339.762,0.904,0.756,1.0,3.0,0.0,-4337.746,3.536,-0.023
308,4336.926,0.56,0.653,1.0,1.0,0.0,-4334.639,3.497,-0.109
309,4338.693,0.971,0.606,2.0,3.0,0.0,-4338.573,3.569,-0.095
310,4339.908,1.0,0.579,2.0,7.0,0.0,-4338.893,3.528,-0.016
311,4339.685,0.842,0.756,2.0,3.0,0.0,-4338.629,3.546,-0.073
312,4335.967,0.955,0.653,2.0,3.0,0.0,-4335.758,3.589,-0.038
313,4338.936,0.841,0.606,1.0,3.0,0.0,-4337.345,3.531,-0.105
314,4339.534,0.957,0.579,3.0,7.0,0.0,-4339.033,3.53,-0.003
315,4339.807,0.886,0.756,2.0,3.0,0.0,-4339.062,3.509,-0.055
316,4340.083,0.899,0.653,2.0,7.0,0.0,-4334.126,3.517,-0.047
317,4339.481,1.0,0.606,2.0,3.0,0.0,-4339.025,3.533,-0.089
318,4339.685,1.0,0.579,1.0,1.0,0.0,-4339.488,3.527,-0.004
319,4336.635,0.694,0.756,2.0,3.0,0.0,-4336.205,3.596,-0.089
320,4339.967,0.951,0.653,2.0,7.0,0.0,-4339.172,3.51,-0.001
321,4339.952,0.944,0.606,2.0,5.0,0.0,-4336.966,3.502,-0.032
322,4339.023,0.709,0.579,1.0,3.0,0.0,-4337.177,3.491,-0.054
323,4337.11,0.907,0.756,2.0,7.0,0.0,-4335.523,3.511,-0.123
324,4338.887,0.761,0.653,1.0,3.0,0.0,-4338.642,3.535,0.009
325,4339.776,0.975,0.606,2.0,7.0,0.0,-4339.03,3.495,0.009
326,4340.076,0.934,0.579,1.0,3.0,0.0,-4338.486,3.514,-0.012
327,4338.116,0.859,0.756,2.0,7.0,0.0,-4335.107,3.578,-0.11
