draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b0,b1
301,11326.946,0.96,0.646,2.0,3.0,0.0,-11325.376,4.629,-1.114
302,11327.564,0.961,0.673,2.0,3.0,0.0,-11327.467,4.616,-1.093
303,11327.798,0.96,0.728,2.0,3.0,0.0,-11325.935,4.596,-1.073
304,11327.426,0.98,0.656,2.0,7.0,0.0,-11326.863,4.612,-1.117
305,11327.081,0.923,0.646,2.0,7.0,0.0,-11324.862,4.617,-1.069
306,11326.372,0.742,0.673,1.0,3.0,0.0,-11325.915,4.618,-1.055
307,11325.616,0.817,0.728,2.0,7.0,0.0,-11324.762,4.623,-1.161
308,11327.662,0.926,0.656,2.0,7.0,0.0,-11325.601,4.591,-1.082
309,11325.672,0.873,0.646,2.0,7.0,0.0,-11325.527,4.593,-1.138
310,11325.93,0.948,0.673,2.0,5.0,0.0,-11325.041,4.608,-1.031
311,11327.249,0.991,0.728,2.0,3.0,0.0,-11325.567,4.62,-1.12
312,11327.541,0.945,0.656,2.0,3.0,0.0,-11327.044,4.617,-1.096
313,11326.563,0.984,0.646,2.0,7.0,0.0,-11324.777,4.63,-1.135
314,11327.29,0.906,0.673,2.0,3.0,0.0,-11324.938,4.585,-1.046
315,11326.712,0.784,0.728,2.0,3.0,0.0,-11324.937,4.627,-1.135
316,11327.347,0.881,0.656,2.0,3.0,0.0,-11326.957,4.605,-1.117
317,11327.493,0.897,0.646,2.0,7.0,0.0,-11325.255,4.584,-1.068
318,11326.531,0.895,0.673,2.0,3.0,0.0,-11326.142,4.583,-1.024
319,11326.588,0.992,0.728,1.0,1.0,0.0,-11326.54,4.629,-1.136
320,11325.848,0.837,0.656,2.0,3.0,0.0,-11325.735,4.59,-1.13
321,11326.994,0.833,0.646,2.0,3.0,0.0,-11326.265,4.6,-1.042
322,11327.171,1.0,0.673,2.0,3.0,0.0,-11326.498,4.578,-1.069
323,11326.303,0.98,0.728,2.0,3.0,0.0,-11326.208,4.624,-1.148
324,11325.589,0.977,0.656,2.0,3.0,0.0,-11325.152,4.586,-1.129
325,11327.218,0.998,0.646,3.0,7.0,0.0,-11326.541,4.581,-1.077
